Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_group,Deck,Title,FamilySize,IsAlone
1,T,1,5.0,0,0,12.475,S,Child,U,Miss,1,1
0,T,0,28.0,0,0,7.7375,Q,Young Adult,U,Mr,1,1
1,F,1,43.0,0,1,112.07915,S,Adult,B,Mrs,2,0
1,T,1,13.0,0,0,7.2292,C,Teenager,U,Miss,1,1
1,F,1,17.0,1,0,57.0,S,Teenager,B,Mrs,2,0
0,F,0,29.0,0,0,30.0,S,Young Adult,D,Mr,1,1
0,T,0,28.0,1,2,23.45,S,Young Adult,U,Mr,4,0
0,T,0,25.0,0,0,7.05,S,Young Adult,U,Mr,1,1
0,T,0,25.0,0,0,7.25,S,Young Adult,U,Mr,1,1
1,T,1,18.0,0,0,7.4958,S,Teenager,U,Miss,1,1
0,T,0,8.0,4,1,29.125,Q,Child,U,Master,6,0
1,T,0,1.0,1,2,20.575,S,Child,U,Master,4,0
0,F,0,46.0,0,0,79.2,C,Adult,B,Mr,1,1
0,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
0,S,0,16.0,0,0,26.0,S,Teenager,U,Mr,1,1
0,T,1,28.0,8,2,69.55,S,Young Adult,U,Miss,11,0
0,F,0,28.0,0,0,30.6958,C,Young Adult,U,Mr,1,1
0,T,0,25.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,S,0,39.0,0,0,13.0,S,Adult,U,Mr,1,1
1,F,1,49.0,0,0,25.9292,S,Adult,D,Dr,1,1
1,T,1,31.0,0,0,8.6833,S,Young Adult,U,Mrs,1,1
0,T,0,30.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
0,T,1,30.0,1,1,24.15,S,Young Adult,U,Mrs,3,0
0,S,0,34.0,0,0,13.0,S,Young Adult,U,Mr,1,1
1,S,1,31.0,1,1,26.25,S,Young Adult,U,Mrs,3,0
1,F,0,11.0,1,2,112.07915,S,Child,B,Master,4,0
1,T,0,0.42,0,1,8.5167,C,Child,U,Master,2,0
1,T,0,27.0,0,0,6.975,S,Young Adult,U,Mr,1,1
0,T,0,31.0,0,0,7.775,S,Young Adult,U,Mr,1,1
0,F,0,39.0,0,0,0.0,S,Adult,A,Mr,1,1
0,T,1,18.0,0,0,7.775,S,Teenager,U,Miss,1,1
0,S,0,39.0,0,0,13.0,S,Adult,U,Mr,1,1
1,F,1,33.0,1,0,53.1,S,Young Adult,E,Mrs,2,0
0,T,0,26.0,0,0,7.8875,S,Young Adult,U,Mr,1,1
0,T,0,39.0,0,0,24.15,S,Adult,U,Mr,1,1
0,S,0,35.0,0,0,10.5,S,Young Adult,U,Mr,1,1
0,T,1,6.0,4,2,31.275,S,Child,U,Miss,7,0
0,T,0,30.5,0,0,8.05,S,Young Adult,U,Mr,1,1
0,F,0,28.0,0,0,0.0,S,Young Adult,B,Mr,1,1
0,T,1,23.0,0,0,7.925,S,Young Adult,U,Miss,1,1
0,S,0,31.0,1,1,37.0042,C,Young Adult,U,Mr,3,0
0,T,0,43.0,0,0,6.45,S,Adult,U,Mr,1,1
0,T,0,10.0,3,2,27.9,S,Child,U,Master,6,0
1,F,1,52.0,1,1,93.5,S,Adult,B,Mrs,3,0
1,T,0,27.0,0,0,8.6625,S,Young Adult,U,Mr,1,1
0,F,0,38.0,0,0,0.0,S,Adult,U,Jonkheer,1,1
1,T,1,27.0,0,1,12.475,S,Young Adult,E,Mrs,2,0
0,T,0,2.0,4,1,39.6875,S,Child,U,Master,6,0
0,T,0,28.0,0,0,6.95,Q,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,56.4958,S,Young Adult,U,Mr,1,1
1,S,0,1.0,0,2,37.0042,C,Child,U,Master,3,0
1,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
1,F,1,54.0,0,0,80.0,S,Elderly,B,Mrs,1,1
1,T,1,15.0,1,0,14.4542,C,Teenager,U,Mrs,2,0
1,S,0,0.83,1,1,18.75,S,Child,U,Master,3,0
0,T,0,28.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
0,T,0,23.0,0,0,7.8542,S,Young Adult,U,Mr,1,1
0,T,0,18.0,0,0,8.3,S,Teenager,U,Mr,1,1
1,F,1,39.0,1,1,83.1583,C,Adult,E,Miss,3,0
0,T,0,21.0,0,0,8.6625,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,T,0,32.0,0,0,56.4958,S,Young Adult,U,Mr,1,1
1,F,0,28.0,0,0,29.7,C,Young Adult,C,Mr,1,1
0,T,0,20.0,0,0,7.925,S,Young Adult,U,Mr,1,1
0,S,0,16.0,0,0,10.5,S,Teenager,U,Mr,1,1
1,F,1,30.0,0,0,31.0,C,Young Adult,U,Miss,1,1
0,T,0,34.5,0,0,6.4375,C,Young Adult,U,Mr,1,1
0,T,0,17.0,0,0,8.6625,S,Teenager,U,Mr,1,1
0,T,0,42.0,0,0,7.55,S,Adult,U,Mr,1,1
0,T,0,28.0,8,2,69.55,S,Young Adult,U,Mr,11,0
0,T,0,35.0,0,0,7.8958,C,Young Adult,U,Mr,1,1
0,S,0,28.0,0,1,33.0,S,Young Adult,U,Rev,2,0
1,F,1,28.0,1,0,89.1042,C,Young Adult,C,Mrs,2,0
0,T,0,4.0,4,2,31.275,S,Child,U,Master,7,0
0,T,0,54.0,0,0,7.775,S,Elderly,U,Mr,1,1
0,T,1,9.0,1,1,15.2458,C,Child,U,Miss,3,0
1,F,1,16.0,0,1,39.4,S,Teenager,D,Miss,2,0
0,S,1,44.0,1,0,26.0,S,Adult,U,Mrs,2,0
1,T,1,18.0,0,1,9.35,S,Teenager,U,Mrs,2,0
1,F,1,45.0,1,1,112.07915,S,Adult,U,Mrs,3,0
1,F,0,51.0,0,0,26.55,S,Adult,E,Mr,1,1
1,T,1,24.0,0,3,19.2583,C,Young Adult,U,Mrs,4,0
0,T,0,28.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
0,T,0,41.0,2,0,14.1083,S,Adult,U,Mr,3,0
0,S,0,21.0,1,0,11.5,S,Young Adult,U,Mr,2,0
1,F,1,48.0,0,0,25.9292,S,Adult,D,Mrs,1,1
0,T,1,28.0,8,2,69.55,S,Young Adult,U,Miss,11,0
0,S,0,24.0,0,0,13.0,S,Young Adult,U,Mr,1,1
1,S,1,42.0,0,0,13.0,S,Adult,U,Mrs,1,1
1,S,1,27.0,1,0,13.8583,C,Young Adult,U,Miss,2,0
0,F,0,31.0,0,0,50.4958,S,Young Adult,A,Mr,1,1
0,T,0,28.0,0,0,9.5,S,Young Adult,U,Mr,1,1
1,T,0,4.0,1,1,11.1333,S,Child,U,Master,3,0
0,T,0,26.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,1,47.0,1,1,52.5542,S,Adult,D,Mrs,3,0
0,F,0,33.0,0,0,5.0,S,Young Adult,B,Mr,1,1
0,T,0,47.0,0,0,9.0,S,Adult,U,Mr,1,1
1,S,1,28.0,1,0,24.0,C,Young Adult,U,Mrs,2,0
1,T,1,15.0,0,0,7.225,C,Teenager,U,Miss,1,1
0,T,0,20.0,0,0,9.8458,S,Young Adult,U,Mr,1,1
0,T,0,19.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,1,54.0,0,1,83.1583,C,Adult,C,Mrs,2,0
1,S,1,25.0,0,1,26.0,S,Young Adult,U,Mrs,2,0
0,T,0,33.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,1,22.0,0,0,10.5167,S,Young Adult,U,Miss,1,1
0,S,0,28.0,0,0,10.5,S,Young Adult,U,Mr,1,1
0,T,0,25.0,0,0,7.05,S,Young Adult,U,Mr,1,1
0,T,1,39.0,0,5,29.125,Q,Adult,U,Mrs,6,0
0,S,0,27.0,0,0,13.0,S,Young Adult,U,Rev,1,1
1,F,1,19.0,0,0,30.0,S,Young Adult,B,Miss,1,1
0,T,1,28.0,1,2,23.45,S,Young Adult,U,Miss,4,0
1,F,0,26.0,0,0,30.0,C,Young Adult,C,Mr,1,1
0,T,0,32.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
